Date	Price	Open	High	Low	Change %
26-Oct-16	"13,007.50"	"12,992.50"	"13,009.50"	"12,982.50"	0.01
25-Oct-16	"13,006.00"	"13,019.00"	"13,029.00"	"13,004.00"	-0.05
24-Oct-16	"13,013.00"	"13,031.00"	"13,051.00"	"13,006.00"	-0.25
21-Oct-16	"13,045.00"	"13,015.00"	"13,045.00"	"13,010.00"	0.29
20-Oct-16	"13,007.50"	"12,982.50"	"13,010.50"	"12,982.50"	0
19-Oct-16	"13,007.50"	"13,017.50"	"13,017.50"	"12,997.50"	-0.19
18-Oct-16	"13,032.00"	"13,022.00"	"13,054.00"	"13,022.00"	-0.28
17-Oct-16	"13,068.50"	"13,036.50"	"13,071.50"	"13,036.50"	0.18
14-Oct-16	"13,044.50"	"13,052.50"	"13,072.50"	"13,032.50"	-0.25
13-Oct-16	"13,077.50"	"13,022.50"	"13,077.50"	"13,017.50"	0.45
12-Oct-16	"13,018.50"	"13,001.50"	"13,026.50"	"13,001.50"	0.05
11-Oct-16	"13,012.50"	"12,977.50"	"13,017.50"	"12,977.50"	0.27
10-Oct-16	"12,977.50"	"12,952.50"	"12,982.50"	"12,952.50"	-0.06
7-Oct-16	"12,985.00"	"13,002.00"	"13,007.00"	"12,980.00"	-0.02
6-Oct-16	"12,987.00"	"12,991.00"	"12,996.00"	"12,981.00"	-0.08
5-Oct-16	"12,997.50"	"13,002.50"	"13,013.50"	"12,982.50"	0.12
4-Oct-16	"12,981.50"	"12,981.50"	"12,999.50"	"12,971.50"	-0.01
3-Oct-16	"12,982.50"	"13,022.50"	"13,022.50"	"12,967.50"	-0.52
30-Sep-16	"13,051.00"	"12,984.00"	"13,054.00"	"12,984.00"	0.59
29-Sep-16	"12,975.00"	"12,940.00"	"12,985.00"	"12,930.00"	0.21
28-Sep-16	"12,947.50"	"12,932.50"	"12,957.50"	"12,917.50"	-0.06
27-Sep-16	"12,955.00"	"13,023.00"	"13,050.00"	"12,935.00"	-0.58
26-Sep-16	"13,030.00"	"13,075.00"	"13,085.00"	"13,030.00"	-0.36
23-Sep-16	"13,076.50"	"13,061.50"	"13,101.50"	"13,051.50"	-0.1
22-Sep-16	"13,090.00"	"13,090.00"	"13,110.00"	"13,080.00"	-0.35
21-Sep-16	"13,135.50"	"13,131.50"	"13,161.50"	"13,131.50"	-0.13
20-Sep-16	"13,152.50"	"13,142.50"	"13,157.50"	"13,137.50"	-0.03
19-Sep-16	"13,156.00"	"13,161.00"	"13,176.00"	"13,151.00"	-0.01
16-Sep-16	"13,157.50"	"13,132.50"	"13,160.50"	"13,117.50"	-0.13
15-Sep-16	"13,175.00"	"13,185.00"	"13,200.00"	"13,160.00"	-0.22
14-Sep-16	"13,204.50"	"13,207.50"	"13,240.50"	"13,197.50"	0.26
13-Sep-16	"13,170.00"	"13,130.00"	"13,193.00"	"13,130.00"	0.54
12-Sep-16	"13,099.50"	"13,099.50"	"13,099.50"	"13,099.50"	0
9-Sep-16	"13,099.50"	"13,082.50"	"13,107.50"	"13,071.50"	0.28
8-Sep-16	"13,062.50"	"13,062.50"	"13,105.50"	"13,057.50"	-0.17
7-Sep-16	"13,085.00"	"13,080.00"	"13,095.00"	"13,075.00"	-0.32
6-Sep-16	"13,126.50"	"13,151.50"	"13,166.50"	"13,121.50"	-0.2
5-Sep-16	"13,152.50"	"13,217.50"	"13,217.50"	"13,147.50"	-0.71
2-Sep-16	"13,247.00"	"13,247.00"	"13,265.00"	"13,235.00"	-0.16
1-Sep-16	"13,268.00"	"13,262.00"	"13,280.00"	"13,257.00"	0
31-Aug-16	"13,267.50"	"13,282.50"	"13,308.50"	"13,256.50"	-0.08
30-Aug-16	"13,277.50"	"13,242.50"	"13,277.50"	"13,242.50"	0.09
29-Aug-16	"13,265.00"	"13,235.00"	"13,285.00"	"13,235.00"	0.45
26-Aug-16	"13,206.00"	"13,226.00"	"13,244.00"	"13,206.00"	-0.27
25-Aug-16	"13,241.50"	"13,241.50"	"13,271.50"	"13,239.50"	-0.05
24-Aug-16	"13,247.50"	"13,232.50"	"13,272.50"	"13,232.50"	0.22
23-Aug-16	"13,219.00"	"13,201.00"	"13,231.00"	"13,201.00"	0.06
22-Aug-16	"13,211.50"	"13,161.50"	"13,236.50"	"13,161.50"	0.41
19-Aug-16	"13,157.50"	"13,112.50"	"13,157.50"	"13,112.50"	0.31
18-Aug-16	"13,116.50"	"13,100.50"	"13,116.50"	"13,090.50"	0.16
17-Aug-16	"13,096.00"	"13,096.00"	"13,096.00"	"13,096.00"	0
16-Aug-16	"13,096.00"	"13,081.00"	"13,104.00"	"13,081.00"	-0.13
15-Aug-16	"13,112.50"	"13,117.50"	"13,124.50"	"13,102.50"	-0.06
12-Aug-16	"13,121.00"	"13,111.00"	"13,123.00"	"13,111.00"	0.03
11-Aug-16	"13,117.00"	"13,101.00"	"13,124.00"	"13,101.00"	0.03
10-Aug-16	"13,113.50"	"13,111.50"	"13,124.50"	"13,111.50"	-0.14
9-Aug-16	"13,132.50"	"13,122.50"	"13,135.50"	"13,117.50"	0.02
8-Aug-16	"13,130.00"	"13,131.00"	"13,151.00"	"13,124.00"	0.01
5-Aug-16	"13,128.50"	"13,118.50"	"13,131.50"	"13,114.50"	-0.07
